graph name;iteration number;iteration type;runtime;k-augs searched;#k-augs found;#k-augs no conflicts;weight added;weight removed;weight improvement;old matching weight;new matching weight
tx2010.mtx;32;S;1.425684;2;148;47;-1.000000;-1.000000;-1.000000;-1.000000;-1.000000
tx2010.mtx;33;F;0.033758;-1;-1;-1;2718034.000000;2493181.000000;224853.000000;30132452186.000000;30132677039.000000
tx2010.mtx;34;S;2.239912;3;82;32;-1.000000;-1.000000;-1.000000;-1.000000;-1.000000
tx2010.mtx;35;F;0.037513;-1;-1;-1;2672802.000000;2540562.000000;132240.000000;30132677039.000000;30132809279.000000
tx2010.mtx;36;S;0.110621;1;33;16;-1.000000;-1.000000;-1.000000;-1.000000;-1.000000
tx2010.mtx;37;F;0.041372;-1;-1;-1;176027.000000;146251.000000;29776.000000;30132809279.000000;30132839055.000000
tx2010.mtx;38;S;1.305839;2;10;4;-1.000000;-1.000000;-1.000000;-1.000000;-1.000000
tx2010.mtx;39;F;0.032067;-1;-1;-1;751475.000000;745274.000000;6201.000000;30132839055.000000;30132845256.000000
tx2010.mtx;40;S;2.251055;3;6;2;-1.000000;-1.000000;-1.000000;-1.000000;-1.000000
tx2010.mtx;41;F;0.040349;-1;-1;-1;324626.000000;294040.000000;30586.000000;30132845256.000000;30132875842.000000
tx2010.mtx;42;S;0.129415;1;10;5;-1.000000;-1.000000;-1.000000;-1.000000;-1.000000
tx2010.mtx;43;F;0.037508;-1;-1;-1;67550.000000;37080.000000;30470.000000;30132875842.000000;30132906312.000000
har_10NN.mtx;0;S;0.017240;1;10299;3051;-1.000000;-1.000000;-1.000000;-1.000000;0.000000
har_10NN.mtx;1;F;0.001316;-1;-1;-1;359.252501;0.000000;359.252501;0.000000;359.252501
har_10NN.mtx;2;S;0.052220;2;2898;838;-1.000000;-1.000000;-1.000000;-1.000000;-1.000000
har_10NN.mtx;3;F;0.002365;-1;-1;-1;102.555171;74.259717;28.295453;359.252501;387.547955
har_10NN.mtx;4;S;0.093262;3;3167;380;-1.000000;-1.000000;-1.000000;-1.000000;-1.000000
har_10NN.mtx;5;F;0.002321;-1;-1;-1;69.834818;46.496332;23.338487;387.547955;410.886441
har_10NN.mtx;6;S;0.007705;1;1907;499;-1.000000;-1.000000;-1.000000;-1.000000;-1.000000
har_10NN.mtx;7;F;0.001537;-1;-1;-1;22.227142;2.976374;19.250768;410.886441;430.137209
har_10NN.mtx;8;S;0.053374;2;2008;344;-1.000000;-1.000000;-1.000000;-1.000000;-1.000000
har_10NN.mtx;9;F;0.001837;-1;-1;-1;32.866903;24.790354;8.076549;430.137209;438.213759
har_10NN.mtx;10;S;0.086253;3;1414;126;-1.000000;-1.000000;-1.000000;-1.000000;-1.000000
har_10NN.mtx;11;F;0.001423;-1;-1;-1;17.041497;13.841780;3.199717;438.213759;441.413475
har_10NN.mtx;12;S;0.005638;1;206;86;-1.000000;-1.000000;-1.000000;-1.000000;-1.000000
har_10NN.mtx;13;F;0.001086;-1;-1;-1;2.472892;1.240731;1.232161;441.413475;442.645636
har_10NN.mtx;14;S;0.048883;2;524;128;-1.000000;-1.000000;-1.000000;-1.000000;-1.000000
har_10NN.mtx;15;F;0.001197;-1;-1;-1;10.648597;9.285305;1.363292;442.645636;444.008928
har_10NN.mtx;16;S;0.074591;3;380;50;-1.000000;-1.000000;-1.000000;-1.000000;-1.000000
har_10NN.mtx;17;F;0.001202;-1;-1;-1;5.641919;5.095526;0.546393;444.008928;444.555322
har_10NN.mtx;18;S;0.005319;1;46;21;-1.000000;-1.000000;-1.000000;-1.000000;-1.000000
har_10NN.mtx;19;F;0.000973;-1;-1;-1;0.573314;0.431180;0.142134;444.555322;444.697456
har_10NN.mtx;20;S;0.047478;2;110;34;-1.000000;-1.000000;-1.000000;-1.000000;-1.000000
har_10NN.mtx;21;F;0.001035;-1;-1;-1;2.334553;2.103647;0.230906;444.697456;444.928361
har_10NN.mtx;22;S;0.071988;3;172;33;-1.000000;-1.000000;-1.000000;-1.000000;-1.000000
har_10NN.mtx;23;F;0.001091;-1;-1;-1;3.504243;3.251523;0.252720;444.928361;445.181082
har_10NN.mtx;24;S;0.005177;1;27;9;-1.000000;-1.000000;-1.000000;-1.000000;-1.000000
har_10NN.mtx;25;F;0.000957;-1;-1;-1;0.238414;0.181206;0.057208;445.181082;445.238289
har_10NN.mtx;26;S;0.044979;2;40;10;-1.000000;-1.000000;-1.000000;-1.000000;-1.000000
har_10NN.mtx;27;F;0.000949;-1;-1;-1;0.761611;0.693400;0.068211;445.238289;445.306500
har_10NN.mtx;28;S;0.071799;3;55;17;-1.000000;-1.000000;-1.000000;-1.000000;-1.000000
har_10NN.mtx;29;F;0.001049;-1;-1;-1;1.606057;1.528317;0.077740;445.306500;445.384240
har_10NN.mtx;30;S;0.005055;1;13;4;-1.000000;-1.000000;-1.000000;-1.000000;-1.000000
har_10NN.mtx;31;F;0.000900;-1;-1;-1;0.106681;0.090502;0.016179;445.384240;445.400419
har_10NN.mtx;32;S;0.083859;2;12;5;-1.000000;-1.000000;-1.000000;-1.000000;-1.000000
har_10NN.mtx;33;F;0.000923;-1;-1;-1;0.332937;0.306606;0.026331;445.400419;445.426750
har_10NN.mtx;34;S;0.069201;3;29;8;-1.000000;-1.000000;-1.000000;-1.000000;-1.000000
har_10NN.mtx;35;F;0.000940;-1;-1;-1;0.686127;0.652422;0.033706;445.426750;445.460456
har_10NN.mtx;36;S;0.004999;1;4;2;-1.000000;-1.000000;-1.000000;-1.000000;-1.000000
har_10NN.mtx;37;F;0.000915;-1;-1;-1;0.048254;0.034914;0.013340;445.460456;445.473796
har_10NN.mtx;38;S;0.070905;3;11;3;-1.000000;-1.000000;-1.000000;-1.000000;-1.000000
har_10NN.mtx;39;F;0.000992;-1;-1;-1;0.241332;0.225252;0.016080;445.473796;445.489876
har_10NN.mtx;40;S;0.005054;1;2;1;-1.000000;-1.000000;-1.000000;-1.000000;-1.000000
har_10NN.mtx;41;F;0.000914;-1;-1;-1;0.032235;0.023334;0.008901;445.489876;445.498777
har_10NN.mtx;42;S;0.043019;2;4;1;-1.000000;-1.000000;-1.000000;-1.000000;-1.000000
har_10NN.mtx;43;F;0.000858;-1;-1;-1;0.109930;0.097503;0.012427;445.498777;445.511204
G22.mtx;0;S;0.005331;1;2000;57;-1.000000;-1.000000;-1.000000;-1.000000;0.000000
G22.mtx;1;F;0.000119;-1;-1;-1;57.000000;0.000000;57.000000;0.000000;57.000000
G22.mtx;2;S;0.013272;2;114;40;-1.000000;-1.000000;-1.000000;-1.000000;-1.000000
G22.mtx;3;F;0.000154;-1;-1;-1;80.000000;40.000000;40.000000;57.000000;97.000000
G22.mtx;4;S;0.003105;1;1806;36;-1.000000;-1.000000;-1.000000;-1.000000;-1.000000
G22.mtx;5;F;0.000164;-1;-1;-1;36.000000;0.000000;36.000000;97.000000;133.000000
G22.mtx;6;S;0.011199;2;266;60;-1.000000;-1.000000;-1.000000;-1.000000;-1.000000
G22.mtx;7;F;0.000285;-1;-1;-1;120.000000;60.000000;60.000000;133.000000;193.000000
G22.mtx;8;S;0.004277;1;1614;48;-1.000000;-1.000000;-1.000000;-1.000000;-1.000000
G22.mtx;9;F;0.000225;-1;-1;-1;48.000000;0.000000;48.000000;193.000000;241.000000
G22.mtx;10;S;0.011933;2;482;76;-1.000000;-1.000000;-1.000000;-1.000000;-1.000000
G22.mtx;11;F;0.000343;-1;-1;-1;152.000000;76.000000;76.000000;241.000000;317.000000
G22.mtx;12;S;0.003813;1;1366;49;-1.000000;-1.000000;-1.000000;-1.000000;-1.000000
G22.mtx;13;F;0.000228;-1;-1;-1;49.000000;0.000000;49.000000;317.000000;366.000000
G22.mtx;14;S;0.011892;2;732;66;-1.000000;-1.000000;-1.000000;-1.000000;-1.000000
G22.mtx;15;F;0.000340;-1;-1;-1;132.000000;66.000000;66.000000;366.000000;432.000000
G22.mtx;16;S;0.003429;1;1136;43;-1.000000;-1.000000;-1.000000;-1.000000;-1.000000
G22.mtx;17;F;0.000230;-1;-1;-1;43.000000;0.000000;43.000000;432.000000;475.000000
G22.mtx;18;S;0.011943;2;950;65;-1.000000;-1.000000;-1.000000;-1.000000;-1.000000
G22.mtx;19;F;0.000347;-1;-1;-1;130.000000;65.000000;65.000000;475.000000;540.000000
G22.mtx;20;S;0.002697;1;920;42;-1.000000;-1.000000;-1.000000;-1.000000;-1.000000
G22.mtx;21;F;0.000240;-1;-1;-1;42.000000;0.000000;42.000000;540.000000;582.000000
G22.mtx;22;S;0.012589;2;1164;68;-1.000000;-1.000000;-1.000000;-1.000000;-1.000000
G22.mtx;23;F;0.000352;-1;-1;-1;136.000000;68.000000;68.000000;582.000000;650.000000
G22.mtx;24;S;0.002194;1;699;47;-1.000000;-1.000000;-1.000000;-1.000000;-1.000000
G22.mtx;25;F;0.000243;-1;-1;-1;47.000000;0.000000;47.000000;650.000000;697.000000
G22.mtx;26;S;0.012380;2;1380;75;-1.000000;-1.000000;-1.000000;-1.000000;-1.000000
G22.mtx;27;F;0.000369;-1;-1;-1;150.000000;75.000000;75.000000;697.000000;772.000000
G22.mtx;28;S;0.001883;1;454;40;-1.000000;-1.000000;-1.000000;-1.000000;-1.000000
G22.mtx;29;F;0.000235;-1;-1;-1;40.000000;0.000000;40.000000;772.000000;812.000000
G22.mtx;30;S;0.011494;2;1522;56;-1.000000;-1.000000;-1.000000;-1.000000;-1.000000
G22.mtx;31;F;0.000302;-1;-1;-1;112.000000;56.000000;56.000000;812.000000;868.000000
G22.mtx;32;S;0.001588;1;250;40;-1.000000;-1.000000;-1.000000;-1.000000;-1.000000
G22.mtx;33;F;0.000233;-1;-1;-1;40.000000;0.000000;40.000000;868.000000;908.000000
G22.mtx;34;S;0.012831;2;1184;41;-1.000000;-1.000000;-1.000000;-1.000000;-1.000000
G22.mtx;35;F;0.000284;-1;-1;-1;82.000000;41.000000;41.000000;908.000000;949.000000
G22.mtx;36;S;0.001426;1;78;22;-1.000000;-1.000000;-1.000000;-1.000000;-1.000000
G22.mtx;37;F;0.000251;-1;-1;-1;22.000000;0.000000;22.000000;949.000000;971.000000
G22.mtx;38;S;0.012598;2;314;14;-1.000000;-1.000000;-1.000000;-1.000000;-1.000000
G22.mtx;39;F;0.000249;-1;-1;-1;28.000000;14.000000;14.000000;971.000000;985.000000
G22.mtx;40;S;0.001418;1;11;5;-1.000000;-1.000000;-1.000000;-1.000000;-1.000000
G22.mtx;41;F;0.000251;-1;-1;-1;5.000000;0.000000;5.000000;985.000000;990.000000
G22.mtx;42;S;0.012672;2;46;5;-1.000000;-1.000000;-1.000000;-1.000000;-1.000000
G22.mtx;43;F;0.000228;-1;-1;-1;10.000000;5.000000;5.000000;990.000000;995.000000
G22.mtx;44;S;0.012612;2;4;2;-1.000000;-1.000000;-1.000000;-1.000000;-1.000000
G22.mtx;45;F;0.000223;-1;-1;-1;4.000000;2.000000;2.000000;995.000000;997.000000
Binaryalphadigs_10NN.mtx;0;S;0.001217;1;1404;370;-1.000000;-1.000000;-1.000000;-1.000000;0.000000
Binaryalphadigs_10NN.mtx;1;F;0.000252;-1;-1;-1;71.298869;0.000000;71.298869;0.000000;71.298869
Binaryalphadigs_10NN.mtx;2;S;0.007019;2;430;138;-1.000000;-1.000000;-1.000000;-1.000000;-1.000000
Binaryalphadigs_10NN.mtx;3;F;0.000371;-1;-1;-1;17.968007;12.417346;5.550661;71.298869;76.849531
Binaryalphadigs_10NN.mtx;4;S;0.014333;3;561;51;-1.000000;-1.000000;-1.000000;-1.000000;-1.000000
Binaryalphadigs_10NN.mtx;5;F;0.000331;-1;-1;-1;9.239224;6.209705;3.029519;76.849531;79.879050
Binaryalphadigs_10NN.mtx;6;S;0.001370;1;322;83;-1.000000;-1.000000;-1.000000;-1.000000;-1.000000
Binaryalphadigs_10NN.mtx;7;F;0.000240;-1;-1;-1;3.182891;0.295592;2.887299;79.879050;82.766349
Binaryalphadigs_10NN.mtx;8;S;0.007654;2;374;63;-1.000000;-1.000000;-1.000000;-1.000000;-1.000000
Binaryalphadigs_10NN.mtx;9;F;0.000328;-1;-1;-1;6.206945;4.767521;1.439423;82.766349;84.205772
Binaryalphadigs_10NN.mtx;10;S;0.012539;3;234;24;-1.000000;-1.000000;-1.000000;-1.000000;-1.000000
Binaryalphadigs_10NN.mtx;11;F;0.000273;-1;-1;-1;3.347540;2.760934;0.586606;84.205772;84.792379
Binaryalphadigs_10NN.mtx;12;S;0.000902;1;28;12;-1.000000;-1.000000;-1.000000;-1.000000;-1.000000
Binaryalphadigs_10NN.mtx;13;F;0.000188;-1;-1;-1;0.355807;0.188680;0.167127;84.792379;84.959506
Binaryalphadigs_10NN.mtx;14;S;0.006947;2;96;23;-1.000000;-1.000000;-1.000000;-1.000000;-1.000000
Binaryalphadigs_10NN.mtx;15;F;0.000214;-1;-1;-1;1.729838;1.542419;0.187418;84.959506;85.146924
Binaryalphadigs_10NN.mtx;16;S;0.011546;3;56;10;-1.000000;-1.000000;-1.000000;-1.000000;-1.000000
Binaryalphadigs_10NN.mtx;17;F;0.000208;-1;-1;-1;1.092622;0.957091;0.135531;85.146924;85.282455
Binaryalphadigs_10NN.mtx;18;S;0.007014;2;20;5;-1.000000;-1.000000;-1.000000;-1.000000;-1.000000
Binaryalphadigs_10NN.mtx;19;F;0.000187;-1;-1;-1;0.296982;0.250683;0.046299;85.282455;85.328754
Binaryalphadigs_10NN.mtx;20;S;0.011738;3;19;5;-1.000000;-1.000000;-1.000000;-1.000000;-1.000000
Binaryalphadigs_10NN.mtx;21;F;0.000194;-1;-1;-1;0.601828;0.577656;0.024173;85.328754;85.352927
Binaryalphadigs_10NN.mtx;22;S;0.001100;1;2;1;-1.000000;-1.000000;-1.000000;-1.000000;-1.000000
Binaryalphadigs_10NN.mtx;23;F;0.000170;-1;-1;-1;0.059210;0.037903;0.021307;85.352927;85.374234
Binaryalphadigs_10NN.mtx;24;S;0.006860;2;14;4;-1.000000;-1.000000;-1.000000;-1.000000;-1.000000
Binaryalphadigs_10NN.mtx;25;F;0.000181;-1;-1;-1;0.282781;0.259884;0.022897;85.374234;85.397131
Binaryalphadigs_10NN.mtx;26;S;0.011252;3;13;3;-1.000000;-1.000000;-1.000000;-1.000000;-1.000000
Binaryalphadigs_10NN.mtx;27;F;0.000190;-1;-1;-1;0.371188;0.353343;0.017845;85.397131;85.414976
Binaryalphadigs_10NN.mtx;28;S;0.001078;1;2;1;-1.000000;-1.000000;-1.000000;-1.000000;-1.000000
Binaryalphadigs_10NN.mtx;29;F;0.000171;-1;-1;-1;0.024818;0.017377;0.007441;85.414976;85.422417
Binaryalphadigs_10NN.mtx;30;S;0.006684;2;2;1;-1.000000;-1.000000;-1.000000;-1.000000;-1.000000
Binaryalphadigs_10NN.mtx;31;F;0.000171;-1;-1;-1;0.074157;0.072668;0.001488;85.422417;85.423905
Binaryalphadigs_10NN.mtx;32;S;0.011013;3;6;3;-1.000000;-1.000000;-1.000000;-1.000000;-1.000000
Binaryalphadigs_10NN.mtx;33;F;0.000186;-1;-1;-1;0.223389;0.205773;0.017615;85.423905;85.441520
Binaryalphadigs_10NN.mtx;34;S;0.006862;2;2;1;-1.000000;-1.000000;-1.000000;-1.000000;-1.000000
Binaryalphadigs_10NN.mtx;35;F;0.000210;-1;-1;-1;0.058848;0.056876;0.001973;85.441520;85.443493
Binaryalphadigs_10NN.mtx;36;S;0.011038;3;5;2;-1.000000;-1.000000;-1.000000;-1.000000;-1.000000
Binaryalphadigs_10NN.mtx;37;F;0.000184;-1;-1;-1;0.248835;0.241275;0.007560;85.443493;85.451053
Binaryalphadigs_10NN.mtx;38;S;0.001079;1;2;1;-1.000000;-1.000000;-1.000000;-1.000000;-1.000000
Binaryalphadigs_10NN.mtx;39;F;0.000170;-1;-1;-1;0.023239;0.022159;0.001081;85.451053;85.452134
Binaryalphadigs_10NN.mtx;40;S;0.006842;2;2;1;-1.000000;-1.000000;-1.000000;-1.000000;-1.000000
Binaryalphadigs_10NN.mtx;41;F;0.000200;-1;-1;-1;0.081726;0.075238;0.006488;85.452134;85.458621
Binaryalphadigs_10NN.mtx;42;S;0.011397;3;4;2;-1.000000;-1.000000;-1.000000;-1.000000;-1.000000
Binaryalphadigs_10NN.mtx;43;F;0.000261;-1;-1;-1;0.148032;0.143203;0.004830;85.458621;85.463451
MISKnowledgeMap.mtx;0;S;0.003342;1;2427;428;-1.000000;-1.000000;-1.000000;-1.000000;0.000000
MISKnowledgeMap.mtx;1;F;0.000674;-1;-1;-1;362.040000;0.000000;362.040000;0.000000;362.040000
MISKnowledgeMap.mtx;2;S;0.014940;2;848;209;-1.000000;-1.000000;-1.000000;-1.000000;-1.000000
MISKnowledgeMap.mtx;3;F;0.000621;-1;-1;-1;330.930000;178.420000;152.510000;362.040000;514.550000
MISKnowledgeMap.mtx;4;S;0.030083;3;1256;92;-1.000000;-1.000000;-1.000000;-1.000000;-1.000000
MISKnowledgeMap.mtx;5;F;0.000570;-1;-1;-1;224.280000;147.810000;76.470000;514.550000;591.020000
MISKnowledgeMap.mtx;6;S;0.003554;1;1006;180;-1.000000;-1.000000;-1.000000;-1.000000;-1.000000
MISKnowledgeMap.mtx;7;F;0.000418;-1;-1;-1;130.480000;0.620000;129.860000;591.020000;720.880000
MISKnowledgeMap.mtx;8;S;0.016618;2;1604;111;-1.000000;-1.000000;-1.000000;-1.000000;-1.000000
MISKnowledgeMap.mtx;9;F;0.000489;-1;-1;-1;158.110000;87.180000;70.930000;720.880000;791.810000
MISKnowledgeMap.mtx;10;S;0.040472;3;1740;38;-1.000000;-1.000000;-1.000000;-1.000000;-1.000000
MISKnowledgeMap.mtx;11;F;0.000424;-1;-1;-1;85.180000;57.590000;27.590000;791.810000;819.400000
MISKnowledgeMap.mtx;12;S;0.002811;1;240;65;-1.000000;-1.000000;-1.000000;-1.000000;-1.000000
MISKnowledgeMap.mtx;13;F;0.000301;-1;-1;-1;40.810000;1.840000;38.970000;819.400000;858.370000
MISKnowledgeMap.mtx;14;S;0.017562;2;1054;67;-1.000000;-1.000000;-1.000000;-1.000000;-1.000000
MISKnowledgeMap.mtx;15;F;0.000407;-1;-1;-1;92.310000;67.770000;24.540000;858.370000;882.910000
MISKnowledgeMap.mtx;16;S;0.030850;3;911;17;-1.000000;-1.000000;-1.000000;-1.000000;-1.000000
MISKnowledgeMap.mtx;17;F;0.000375;-1;-1;-1;34.570000;25.270000;9.300000;882.910000;892.210000
MISKnowledgeMap.mtx;18;S;0.002688;1;11;5;-1.000000;-1.000000;-1.000000;-1.000000;-1.000000
MISKnowledgeMap.mtx;19;F;0.000254;-1;-1;-1;2.620000;0.580000;2.040000;892.210000;894.250000
MISKnowledgeMap.mtx;20;S;0.015562;2;346;53;-1.000000;-1.000000;-1.000000;-1.000000;-1.000000
MISKnowledgeMap.mtx;21;F;0.000437;-1;-1;-1;79.770000;74.260000;5.510000;894.250000;899.760000
MISKnowledgeMap.mtx;22;S;0.024357;3;197;9;-1.000000;-1.000000;-1.000000;-1.000000;-1.000000
MISKnowledgeMap.mtx;23;F;0.000303;-1;-1;-1;15.500000;12.250000;3.250000;899.760000;903.010000
MISKnowledgeMap.mtx;24;S;0.015673;2;86;21;-1.000000;-1.000000;-1.000000;-1.000000;-1.000000
MISKnowledgeMap.mtx;25;F;0.000309;-1;-1;-1;30.490000;29.490000;1.000000;903.010000;904.010000
MISKnowledgeMap.mtx;26;S;0.022012;3;52;6;-1.000000;-1.000000;-1.000000;-1.000000;-1.000000
MISKnowledgeMap.mtx;27;F;0.000283;-1;-1;-1;11.120000;10.130000;0.990000;904.010000;905.000000
MISKnowledgeMap.mtx;28;S;0.016306;2;20;4;-1.000000;-1.000000;-1.000000;-1.000000;-1.000000
MISKnowledgeMap.mtx;29;F;0.000301;-1;-1;-1;6.360000;6.220000;0.140000;905.000000;905.140000
MISKnowledgeMap.mtx;30;S;0.021425;3;10;2;-1.000000;-1.000000;-1.000000;-1.000000;-1.000000
MISKnowledgeMap.mtx;31;F;0.000295;-1;-1;-1;3.430000;3.240000;0.190000;905.140000;905.330000
MISKnowledgeMap.mtx;32;S;0.015915;2;16;3;-1.000000;-1.000000;-1.000000;-1.000000;-1.000000
MISKnowledgeMap.mtx;33;F;0.000261;-1;-1;-1;4.230000;4.110000;0.120000;905.330000;905.450000
MISKnowledgeMap.mtx;34;S;0.021010;3;2;1;-1.000000;-1.000000;-1.000000;-1.000000;-1.000000
MISKnowledgeMap.mtx;35;F;0.000265;-1;-1;-1;2.190000;2.130000;0.060000;905.450000;905.510000
MISKnowledgeMap.mtx;36;S;0.015381;2;6;2;-1.000000;-1.000000;-1.000000;-1.000000;-1.000000
MISKnowledgeMap.mtx;37;F;0.000684;-1;-1;-1;2.830000;2.770000;0.060000;905.510000;905.570000
MISKnowledgeMap.mtx;38;S;0.032784;3;7;1;-1.000000;-1.000000;-1.000000;-1.000000;-1.000000
MISKnowledgeMap.mtx;39;F;0.000752;-1;-1;-1;1.640000;1.470000;0.170000;905.570000;905.740000
MISKnowledgeMap.mtx;40;S;0.023156;2;6;1;-1.000000;-1.000000;-1.000000;-1.000000;-1.000000
MISKnowledgeMap.mtx;41;F;0.000303;-1;-1;-1;1.500000;1.390000;0.110000;905.740000;905.850000
human_gene1.mtx;0;S;1.206960;1;21890;2989;-1.000000;-1.000000;-1.000000;-1.000000;0.000000
human_gene1.mtx;1;F;0.002911;-1;-1;-1;494.654601;0.000000;494.654601;0.000000;494.654601
human_gene1.mtx;2;S;2.627489;2;3630;752;-1.000000;-1.000000;-1.000000;-1.000000;-1.000000
human_gene1.mtx;3;F;0.008202;-1;-1;-1;172.782947;118.430955;54.351992;494.654601;549.006593
human_gene1.mtx;4;S;1.392518;3;5554;55;-1.000000;-1.000000;-1.000000;-1.000000;-1.000000
human_gene1.mtx;5;F;0.003066;-1;-1;-1;28.819328;18.746916;10.072412;549.006593;559.079005
human_gene1.mtx;6;S;0.905214;1;14860;495;-1.000000;-1.000000;-1.000000;-1.000000;-1.000000
human_gene1.mtx;7;F;0.003748;-1;-1;-1;44.111242;0.163498;43.947745;559.079005;603.026749
human_gene1.mtx;8;S;2.551976;2;5460;572;-1.000000;-1.000000;-1.000000;-1.000000;-1.000000
human_gene1.mtx;9;F;0.003983;-1;-1;-1;115.319431;76.077868;39.241563;603.026749;642.268312
human_gene1.mtx;10;S;1.724056;3;6858;51;-1.000000;-1.000000;-1.000000;-1.000000;-1.000000
human_gene1.mtx;11;F;0.002967;-1;-1;-1;17.513273;9.832939;7.680334;642.268312;649.948646
human_gene1.mtx;12;S;0.770974;1;12884;322;-1.000000;-1.000000;-1.000000;-1.000000;-1.000000
human_gene1.mtx;13;F;0.002899;-1;-1;-1;23.591278;0.103302;23.487976;649.948646;673.436622
human_gene1.mtx;14;S;2.381035;2;6336;408;-1.000000;-1.000000;-1.000000;-1.000000;-1.000000
human_gene1.mtx;15;F;0.003422;-1;-1;-1;61.348973;35.620366;25.728607;673.436622;699.165228
human_gene1.mtx;16;S;1.943160;3;7680;67;-1.000000;-1.000000;-1.000000;-1.000000;-1.000000
human_gene1.mtx;17;F;0.003010;-1;-1;-1;18.838960;10.731914;8.107046;699.165228;707.272274
human_gene1.mtx;18;S;0.677710;1;11221;294;-1.000000;-1.000000;-1.000000;-1.000000;-1.000000
human_gene1.mtx;19;F;0.002916;-1;-1;-1;18.088619;0.000000;18.088619;707.272274;725.360893
human_gene1.mtx;20;S;2.605055;2;7156;350;-1.000000;-1.000000;-1.000000;-1.000000;-1.000000
human_gene1.mtx;21;F;0.003381;-1;-1;-1;46.423239;27.202155;19.221085;725.360893;744.581977
human_gene1.mtx;22;S;2.352309;3;8403;64;-1.000000;-1.000000;-1.000000;-1.000000;-1.000000
human_gene1.mtx;23;F;0.003177;-1;-1;-1;14.617863;7.833631;6.784232;744.581977;751.366209
human_gene1.mtx;24;S;0.704521;1;9657;279;-1.000000;-1.000000;-1.000000;-1.000000;-1.000000
human_gene1.mtx;25;F;0.003173;-1;-1;-1;15.423342;0.045176;15.378166;751.366209;766.744376
human_gene1.mtx;26;S;2.757720;2;7708;321;-1.000000;-1.000000;-1.000000;-1.000000;-1.000000
human_gene1.mtx;27;F;0.003233;-1;-1;-1;37.597034;21.314224;16.282810;766.744376;783.027186
human_gene1.mtx;28;S;2.662065;3;9036;114;-1.000000;-1.000000;-1.000000;-1.000000;-1.000000
human_gene1.mtx;29;F;0.003393;-1;-1;-1;23.346640;13.431701;9.914940;783.027186;792.942126
human_gene1.mtx;30;S;0.634757;1;7934;241;-1.000000;-1.000000;-1.000000;-1.000000;-1.000000
human_gene1.mtx;31;F;0.002929;-1;-1;-1;11.932004;0.096035;11.835970;792.942126;804.778096
human_gene1.mtx;32;S;2.862834;2;7866;291;-1.000000;-1.000000;-1.000000;-1.000000;-1.000000
human_gene1.mtx;33;F;0.003287;-1;-1;-1;34.688582;21.520585;13.167997;804.778096;817.946092
human_gene1.mtx;34;S;3.042665;3;9371;82;-1.000000;-1.000000;-1.000000;-1.000000;-1.000000
human_gene1.mtx;35;F;0.003286;-1;-1;-1;15.788447;9.241781;6.546666;817.946092;824.492759
human_gene1.mtx;36;S;0.559129;1;6479;213;-1.000000;-1.000000;-1.000000;-1.000000;-1.000000
human_gene1.mtx;37;F;0.003011;-1;-1;-1;10.410804;0.423032;9.987772;824.492759;834.480530
human_gene1.mtx;38;S;3.299836;2;7492;242;-1.000000;-1.000000;-1.000000;-1.000000;-1.000000
human_gene1.mtx;39;F;0.003231;-1;-1;-1;27.191376;17.222779;9.968596;834.480530;844.449127
human_gene1.mtx;40;S;3.955253;3;9179;74;-1.000000;-1.000000;-1.000000;-1.000000;-1.000000
human_gene1.mtx;41;F;0.003085;-1;-1;-1;13.085225;8.369251;4.715974;844.449127;849.165100
human_gene1.mtx;42;S;0.551536;1;5221;185;-1.000000;-1.000000;-1.000000;-1.000000;-1.000000
human_gene1.mtx;43;F;0.002740;-1;-1;-1;8.669846;0.268336;8.401510;849.165100;857.566610
human_gene1.mtx;44;S;3.441826;2;6938;252;-1.000000;-1.000000;-1.000000;-1.000000;-1.000000
human_gene1.mtx;45;F;0.003152;-1;-1;-1;26.069711;16.683996;9.385715;857.566610;866.952325
human_gene1.mtx;46;S;4.523626;3;8922;58;-1.000000;-1.000000;-1.000000;-1.000000;-1.000000
human_gene1.mtx;47;F;0.003151;-1;-1;-1;9.719235;6.534144;3.185092;866.952325;870.137417
human_gene1.mtx;48;S;0.496045;1;4120;184;-1.000000;-1.000000;-1.000000;-1.000000;-1.000000
human_gene1.mtx;49;F;0.002887;-1;-1;-1;8.310860;0.149061;8.161799;870.137417;878.299216
human_gene1.mtx;50;S;3.052972;2;6586;216;-1.000000;-1.000000;-1.000000;-1.000000;-1.000000
human_gene1.mtx;51;F;0.003062;-1;-1;-1;21.495816;14.483780;7.012036;878.299216;885.311252
human_gene1.mtx;52;S;5.457985;3;8757;57;-1.000000;-1.000000;-1.000000;-1.000000;-1.000000
human_gene1.mtx;53;F;0.003158;-1;-1;-1;8.812740;6.053558;2.759183;885.311252;888.070435
human_gene1.mtx;54;S;0.519376;1;3134;154;-1.000000;-1.000000;-1.000000;-1.000000;-1.000000
human_gene1.mtx;55;F;0.002792;-1;-1;-1;6.412389;0.139079;6.273310;888.070435;894.343744
human_gene1.mtx;56;S;3.738731;2;6366;209;-1.000000;-1.000000;-1.000000;-1.000000;-1.000000
human_gene1.mtx;57;F;0.002822;-1;-1;-1;17.998400;11.703630;6.294771;894.343744;900.638515
human_gene1.mtx;58;S;5.458343;3;8315;68;-1.000000;-1.000000;-1.000000;-1.000000;-1.000000
human_gene1.mtx;59;F;0.002956;-1;-1;-1;10.625837;7.719628;2.906209;900.638515;903.544724
